uniprot_id	ec_number	protein_name	organism	score
A0AA42BHH4_9RALS	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Ralstonia chuxiongensis	650
A0A851GV19_9BACT	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Sediminibacterium sp. Gen4	250
TRUB_SHEPW	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Shewanella piezotolerans (strain WP3 / JCM 13877)	250
A0A8J7WWS2_9GAMM	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Silanimonas sp	650
A0A2U1C3H9_9BURK	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Simplicispira sp. 125	250
A0A1V5DZT3_9BACT	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Smithella sp. PtaU1.Bin162	250
A0A418YTV6_9SPHN	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Sphingobium terrigena	650
A0AA41A006_9SPHN	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Sphingomonas yabuuchiae	650
A0A239GH98_9SPHN	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Sphingopyxis indica	650
TRUB_STAAE	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Staphylococcus aureus (strain Newman)	250
TRUB_STRPC	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Streptococcus pyogenes serotype M12 (strain MGAS9429)	250
A0A923DMD0_9BACT	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Syntrophus sp. (in: bacteria)	250
A0A1A6DVI6_9BURK	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Tepidimonas fonticaldi	650
A0A7W4CZ64_9ACTN	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Tessaracoccus sp. MC1627	250
D5XF16_THEPJ	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Thermincola potens (strain JR)	250
A0A1C2IGU4_ACITH	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Acidithiobacillus thiooxidans (Thiobacillus thiooxidans)	150
A0A1T4NV01_9SPIR	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Treponema berlinense	650
A0AAW8DQK4_9BURK	EC:5.4.99.25	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Variovorax boronicumulans	650
A0A543LIE9_9BURK	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Acidovorax temperans	650
G8QI58_AZOOP	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Azospira oryzae (strain ATCC BAA-33 / DSM 13638 / PS) (Dechlorosoma suillum)	250
A0A3G6U482_9FLAO	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Chryseobacterium bernardetii	650
A0A974Y7N7_9RHOO	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Dechloromonas sp. TW-R-39-2	250
A0A8G2C4C8_DESNO	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	250
A0A7W5K3U4_9GAMM	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Halomonas campaniensis	650
A0A4V1AB77_HYDPS	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava)	250
A0A9X4E7F5_9NEIS	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Neisseria leonii	650
A0A5R9Q4R9_9GAMM	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Pseudoalteromonas phenolica	650
A0A0R0CPT9_9GAMM	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Pseudoxanthomonas dokdonensis	650
A0A431WV99_9GAMM	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Shewanella canadensis	650
A0A8J7X062_9GAMM	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Silanimonas sp	650
A0A2U1C613_9BURK	EC:5.4.99.26	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	Simplicispira sp. 125	250
A0A291PAE6_9GAMM	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Halomonas beimenensis	650
A0A0W0ZDX7_9GAMM	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Legionella steelei	650
A0A532DNE6_9BACT	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Nitrospira sp	650
A0A0F4PVE9_9GAMM	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Pseudoalteromonas ruthenica	650
TRUD_PSEU2	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Pseudomonas syringae pv. syringae (strain B728a)	250
A0A7G9T7Y1_PSEMX	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Pseudoxanthomonas mexicana	650
A0A917N601_9GAMM	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Shewanella gelidii	650
A0A8J7X1G7_9GAMM	EC:5.4.99.27	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Silanimonas sp	650
A0A9J9KMI4_ACISJ	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Acidovorax sp. (strain JS42)	250
A0A840N6J2_9BRAD	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Afipia massiliensis	650
A0A974Y5T0_9RHOO	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Azospira restricta	650
A0A841ABL8_9MICO	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Brachybacterium aquaticum	650
A0A840GLZ0_9BRAD	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Bradyrhizobium sp. CIR18	250
A0A2H1II62_BRELN	EC:5.4.99.28	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Brevibacterium linens ATCC 9172	250
A0A7W9FT10_BREVE	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Brevundimonas vesicularis (Pseudomonas vesicularis)	250
A0A6B8VSD7_9CORY	EC:5.4.99.28	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28)	Corynebacterium comes	650
A0A239W8N8_9ACTN	EC:5.4.99.28	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28)	Cutibacterium granulosum	650
A0A974Y6C4_9RHOO	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Dechloromonas sp. TW-R-39-2	250
A0A8G2C2A7_DESNO	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	250
A0A8G2C2A7_DESNO	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	150
D9SE73_GALCS	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Gallionella capsiferriformans (strain ES-2) (Gallionella ferruginea capsiferriformans (strain ES-2))	250
A0A7W8KSU8_9BURK	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Herbaspirillum sp. SJZ102	250
A0A1Y2R624_9BURK	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Hydrogenophaga sp. IBVHS1	250
C5C8S8_MICLC	EC:5.4.99.28	23S RNA-specific pseudouridylate synthase (Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28))	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	250
A0A655A6W7_MYCTX	EC:5.4.99.28	Pseudouridine synthase (EC 5.4.99.28)	Mycobacterium tuberculosis	650
A0A378UGZ2_BERDE	EC:5.4.99.28	Pseudouridine synthase (EC 5.4.99.28)	Bergeriella denitrificans (Neisseria denitrificans)	150
A0A7W5MYT9_9SPHN	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Novosphingobium sp. BK369	250
A0A163RD98_9CELL	EC:5.4.99.28	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28, EC 5.4.99.29)	Oerskovia enterophila	650
A0A840A4M5_9CAUL	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Phenylobacterium haematophilum	650
A0A0P7Z2H4_9SPHN	EC:5.4.99.28	Pseudouridylate synthase (EC 5.4.99.28, EC 5.4.99.29)	Porphyrobacter sp. HL-46	250
A0A379E1K8_9BACT	EC:5.4.99.28	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28)	Prevotella denticola	650
A0A9D7IAK7_9RHOO	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Candidatus Propionivibrio dominans	150
A0AAW8NCP4_PSEOX	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0AB34TWI0_9GAMM	EC:5.4.99.28	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28)	Pseudoalteromonas sp. P1-30	250
A0A1H2MLA3_PSEVA	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Pseudomonas vancouverensis	650
A0A0Q4Y778_9BURK	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Pseudorhodoferax sp. Leaf267	250
A0A9X2WM66_9GAMM	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Shewanella holmiensis	650
A0A2U1C3Q2_9BURK	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Simplicispira sp. 125	250
A0A841J0A8_9SPHN	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Sphingobium subterraneum	650
A0A7X5Y2V2_9SPHN	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Sphingomonas trueperi	650
A0AAJ2C909_9SPHN	EC:5.4.99.28	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Sphingopyxis sp. BE122	250
A0A554XID2_9BURK	EC:5.4.99.28	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28)	Tepidimonas fonticaldi	650
Q3SL10_THIDA	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Thiobacillus denitrificans (strain ATCC 25259 / T1)	250
A0A519H100_9BURK	EC:5.4.99.28	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Variovorax sp	650
A0A9J9KMI4_ACISJ	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Acidovorax sp. (strain JS42)	250
A0A840N6J2_9BRAD	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Afipia massiliensis	650
A0A974Y5T0_9RHOO	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Azospira restricta	650
A0A841ABL8_9MICO	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Brachybacterium aquaticum	650
A0A840GLZ0_9BRAD	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Bradyrhizobium sp. CIR18	250
A0A2H1KVE0_9MICO	EC:5.4.99.29	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Brevibacterium antiquum CNRZ 918	250
A0A7W9FT10_BREVE	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Brevundimonas vesicularis (Pseudomonas vesicularis)	250
A0A0G3HBP7_9CORY	EC:5.4.99.29	23S RNA-specific pseudouridylate synthase (EC 5.4.99.29)	Corynebacterium uterequi	650
A0A974Y6C4_9RHOO	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Dechloromonas sp. TW-R-39-2	250
A0A8G2C2A7_DESNO	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	250
A0A8G2C2A7_DESNO	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	150
D9SE73_GALCS	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Gallionella capsiferriformans (strain ES-2) (Gallionella ferruginea capsiferriformans (strain ES-2))	250
A0A7W8KSU8_9BURK	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Herbaspirillum sp. SJZ102	250
A0A1Y2R624_9BURK	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Hydrogenophaga sp. IBVHS1	250
A0A7W9FFR2_9MICC	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Micrococcus sp. TA1	250
A0A839Q9U8_MYCIR	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Mycolicibacterium iranicum (Mycobacterium iranicum)	150
A0A7W5MYT9_9SPHN	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Novosphingobium sp. BK369	250
A0A163RD98_9CELL	EC:5.4.99.29	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28, EC 5.4.99.29)	Oerskovia enterophila	650
A0A840A4M5_9CAUL	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Phenylobacterium haematophilum	650
A0A0P7Z2H4_9SPHN	EC:5.4.99.29	Pseudouridylate synthase (EC 5.4.99.28, EC 5.4.99.29)	Porphyrobacter sp. HL-46	250
A0A9D7IAK7_9RHOO	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Candidatus Propionivibrio dominans	150
A0AAW8NCP4_PSEOX	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A2K4X8B5_PSEVC	EC:5.4.99.29	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28, EC 5.4.99.29)	Pseudoalteromonas carrageenovora IAM 12662	250
A0A1H2MLA3_PSEVA	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Pseudomonas vancouverensis	650
A0A0Q4Y778_9BURK	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Pseudorhodoferax sp. Leaf267	250
A0A9X2WM66_9GAMM	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Shewanella holmiensis	650
A0A2U1C3Q2_9BURK	EC:5.4.99.29	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	Simplicispira sp. 125	250
A0A841J0A8_9SPHN	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Sphingobium subterraneum	650
A0A7X5Y2V2_9SPHN	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Sphingomonas trueperi	650
A0AAJ2C909_9SPHN	EC:5.4.99.29	tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase (EC 5.4.99.28, EC 5.4.99.29)	Sphingopyxis sp. BE122	250
