uniprot_id	ec_number	protein_name	organism	score
M1RVH9_9PROT	EC:2.7.7.23	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	beta proteobacterium CB	150
U1EU44_9ACTN	EC:2.7.7.23	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	Cutibacterium granulosum DSM 20700	250
A0A542LWH4_9BURK	EC:2.7.7.23	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	Herbaspirillum sp. SJZ107	250
A0A5R8VMZ6_9MICC	EC:2.7.7.23	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	Pseudarthrobacter sp. NamB4	250
GLMU_ECTM1	EC:2.7.7.23	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	150
B6BTJ8_9PROT	EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	beta proteobacterium KB13	150
Q6A5G9_CUTAK	EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	250
C0QGW8_DESAH	EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A246WLT1_9BURK	EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Herbaspirillum robiniae	650
A0A7K1NQZ4_9MICC	EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Pseudarthrobacter sp. GA104	250
A0A0N1L2G5_9PROT	EC:2.7.7.27	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	beta proteobacterium AAP51	150
A0AAV3E599_CUTAC	EC:2.7.7.27	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	Cutibacterium acnes HL043PA1	250
F6B9X7_DESCC	EC:2.7.7.27	Glucose-1-phosphate adenylyltransferase, GlgD subunit (EC 2.7.7.27)	Desulfotomaculum nigrificans (strain DSM 14880 / VKM B-2319 / CO-1-SRB) (Desulfotomaculum carboxydivorans)	250
A0A5R8WGI7_9MICC	EC:2.7.7.27	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	Pseudarthrobacter sp. NamE2	250
A0A0N1L837_9PROT	EC:2.7.7.3	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	beta proteobacterium AAP51	150
A0A2B7JME6_CUTAC	EC:2.7.7.3	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	Cutibacterium acnes (Propionibacterium acnes)	250
C0QLE0_DESAH	EC:2.7.7.3	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
J3DBN6_9BURK	EC:2.7.7.3	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	Herbaspirillum sp. CF444	250
A0A4Y6R3Q3_9MICC	EC:2.7.7.3	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	Pseudarthrobacter sp. NIBRBAC000502772	250
COAD_PSESM	EC:2.7.7.3	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	250
A0A7X2IEB9_9BURK	EC:2.7.7.33	Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	Herbaspirillum sp. CAH-3	250
B6BUQ1_9PROT	EC:2.7.7.38	3-deoxy-D-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	beta proteobacterium KB13	150
C0QBR6_DESAH	EC:2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A225SU53_9BURK	EC:2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	Herbaspirillum aquaticum	650
A0A0N1KYA1_9PROT	EC:2.7.7.4	sulfate adenylyltransferase (EC 2.7.7.4)	beta proteobacterium AAP65	150
C0QKW1_DESAH	EC:2.7.7.4	sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A223PBP6_9BURK	EC:2.7.7.4	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase)	Herbaspirillum sp. meg3	250
A0A5R8W8W2_9MICC	EC:2.7.7.4	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase)	Pseudarthrobacter sp. NamE2	250
CYSN_CELJU	EC:2.7.7.4	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT)	Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)	150
M1SHD1_9PROT	EC:2.7.7.41	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	beta proteobacterium CB	150
Q6A7K1_CUTAK	EC:2.7.7.41	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	250
C0QB22_DESAH	EC:2.7.7.41	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A223P8Z5_9BURK	EC:2.7.7.41	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	Herbaspirillum sp. meg3	250
A0A5C4IT67_9MICC	EC:2.7.7.41	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	Pseudarthrobacter sp. NamE5	250
B6BTQ4_9PROT	EC:2.7.7.42	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	beta proteobacterium KB13	150
A0A239WGC7_9ACTN	EC:2.7.7.42	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	Cutibacterium granulosum	650
C0QHH1_DESAH	EC:2.7.7.42	GlnE (EC 2.7.7.42)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
I3CSK2_9BURK	EC:2.7.7.42	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	Herbaspirillum sp. GW103	250
A0AAJ1SUM1_9MICC	EC:2.7.7.42	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	Pseudarthrobacter niigatensis	650
A0A239WNA2_9ACTN	EC:2.7.7.53	AP-4-A phosphorylase (EC 2.7.7.53)	Cutibacterium granulosum	650
A0AAW8N9A4_PSEOX	EC:2.7.7.53	ATP adenylyltransferase (EC 2.7.7.53)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
B6BVM0_9PROT	EC:2.7.7.56	Ribonuclease PH (EC 2.7.7.56)	beta proteobacterium KB13	150
U1F935_9ACTN	EC:2.7.7.56	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Cutibacterium granulosum DSM 20700	250
J3D657_9BURK	EC:2.7.7.56	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Herbaspirillum sp. CF444	250
A0A5R8W9R7_9MICC	EC:2.7.7.56	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Pseudarthrobacter sp. NamE2	250
RNPH_STUS1	EC:2.7.7.56	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	150
M1SW89_9PROT	EC:2.7.7.59	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	beta proteobacterium CB	150
C0QJ08_DESAH	EC:2.7.7.59	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7Y5Y1B4_9BURK	EC:2.7.7.59	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	Herbaspirillum sp. C9C3	250
A0A0N0JTL0_9PROT	EC:2.7.7.6	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	beta proteobacterium AAP99	150
A0A3E2DAX8_9ACTN	EC:2.7.7.6	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	Cutibacterium avidum	650
E1YG63_9BACT	EC:2.7.7.6	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	uncultured Desulfobacterium sp	150
A0A225SZF3_9BURK	EC:2.7.7.6	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Herbaspirillum aquaticum	650
A0AAJ1T1E0_9MICC	EC:2.7.7.6	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	Pseudarthrobacter niigatensis	650
ISPD_BACHK	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Bacillus thuringiensis subsp. konkukian (strain 97-27)	250
B6BUC9_9PROT	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	beta proteobacterium KB13	150
A0A1X6XMZ2_9MICO	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Brevibacterium yomogidense	650
A0A7W4YM95_LEIAQ	EC:2.7.7.60	Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT); 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)]	Leifsonia aquatica (Corynebacterium aquaticum)	150
A0A2B7J007_CUTAC	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Cutibacterium acnes (Propionibacterium acnes)	250
C0QJZ3_DESAH	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7Y5Y6J0_9BURK	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Herbaspirillum sp. C9C3	250
A0AAT9QIZ8_9MICC	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Pseudarthrobacter sp. Fe7	250
ISPD_PSE14	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	250
A0A3D8YNT7_STAPS	EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Staphylococcus pseudintermedius	650
A0A0N1A9L9_9PROT	EC:2.7.7.62	Bifunctional adenosylcobalamin biosynthesis protein (EC 2.7.1.156) (EC 2.7.7.62)	beta proteobacterium AAP65	150
C0QFE9_DESAH	EC:2.7.7.62	Adenosylcobinamide kinase (EC 2.7.1.156) (EC 2.7.7.62) (Adenosylcobinamide-phosphate guanylyltransferase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
J3D8P2_9BURK	EC:2.7.7.62	Bifunctional adenosylcobalamin biosynthesis protein (EC 2.7.1.156) (EC 2.7.7.62)	Herbaspirillum sp. CF444	250
A0A445N216_9BACT	EC:2.7.7.65	Putative Diguanylate cyclase (EC 2.7.7.65)	uncultured Desulfobacterium sp	150
A0AAD0XIT4_9BURK	EC:2.7.7.65	diguanylate cyclase (EC 2.7.7.65)	Herbaspirillum rubrisubalbicans	650
A0A7W8KRI9_9BURK	EC:2.7.7.66	Phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.66)	Herbaspirillum sp. SJZ102	250
DPO3A_BACSU	EC:2.7.7.7	DNA polymerase III subunit alpha (EC 2.7.7.7)	Bacillus subtilis (strain 168)	250
A0A0N1BA48_9PROT	EC:2.7.7.7	Error-prone DNA polymerase (EC 2.7.7.7)	beta proteobacterium AAP99	150
A0A1S8S8S4_CLOBE	EC:2.7.7.7	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	Clostridium beijerinckii (Clostridium MP)	250
A0A9X5LQM8_9ACTN	EC:2.7.7.7	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	Cutibacterium granulosum DSM 20700	250
A0A445MS25_9BACT	EC:2.7.7.7	DNA polymerase III subunit alpha (EC 2.7.7.7)	uncultured Desulfobacterium sp	150
A0A7V8G027_9BURK	EC:2.7.7.7	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	Herbaspirillum frisingense	650
A0A7Y6D2G9_9MICC	EC:2.7.7.7	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	Pseudarthrobacter sp. C4D7	250
DPO4_PSESM	EC:2.7.7.7	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	250
M1SRD8_9PROT	EC:2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70)	beta proteobacterium CB	150
C0QB92_DESAH	EC:2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
D5VPW6_CAUST	EC:2.7.7.70	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) (Mycoplana segnis)	150
CCA_BACC7	EC:2.7.7.72	CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl- transferase) (tRNA nucleotidyltransferase) (tRNA-NT)	Bacillus cereus (strain AH187)	250
A0A0N0J949_9PROT	EC:2.7.7.72	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase]	beta proteobacterium AAP65	150
C0QEI7_DESAH	EC:2.7.7.72	PolyA polymerase family protein (tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (EC 2.7.7.72)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A542LVL6_9BURK	EC:2.7.7.72	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase]	Herbaspirillum sp. SJZ107	250
A0A7X2LKJ9_9BURK	EC:2.7.7.75	Molybdopterin adenylyltransferase (EC 2.7.7.75)	Herbaspirillum sp. CAH-3	250
A0A839VMB0_9BURK	EC:2.7.7.76	Molybdenum cofactor cytidylyltransferase (EC 2.7.7.76)	Herbaspirillum sp. Sphag64	250
A0A0N1LCD2_9PROT	EC:2.7.7.77	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	beta proteobacterium AAP99	150
C0QKG4_DESAH	EC:2.7.7.77	Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A6M3ZQA5_9BURK	EC:2.7.7.77	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	Herbaspirillum rubrisubalbicans Os34	250
A0A2K4XA04_PSEVC	EC:2.7.7.77	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	Pseudoalteromonas carrageenovora IAM 12662	250
M1SUK3_9PROT	EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	beta proteobacterium CB	150
A0AAV3E7G0_CUTAC	EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	Cutibacterium acnes HL043PA1	250
A0A1W9U4Y4_9BACT	EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	Desulfobacterium sp. 4572_20	250
A0A542M4N1_9BURK	EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	Herbaspirillum sp. SJZ107	250
A0A7G6WQW9_9MICC	EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	Pseudarthrobacter sp. NBSH8	250
A0A7Y6D2E2_9MICC	EC:2.7.7.85	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	Pseudarthrobacter sp. C4D7	250
A0A0N1LD99_9PROT	EC:2.7.7.87	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	beta proteobacterium AAP99	150
C0QKH3_DESAH	EC:2.7.7.87	L-threonylcarbamoyladenylate synthase (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A6M3ZL78_9BURK	EC:2.7.7.87	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	Herbaspirillum rubrisubalbicans Os34	250
TSAC_PSE14	EC:2.7.7.87	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	250
A0AA47INP7_STRMC	EC:2.7.7.87	L-threonylcarbamoyladenylate synthase (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	Streptococcus macedonicus (Streptococcus gallolyticus macedonicus)	250
B6BU67_9PROT	EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	beta proteobacterium KB13	150
Q6AAH5_CUTAK	EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	250
C0QD78_DESAH	EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAD0U6Q4_9BURK	EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	Herbaspirillum rubrisubalbicans	650
A0A1H2B4V1_9MICC	EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	Pseudarthrobacter equi	650
M1T0V2_9PROT	EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	beta proteobacterium CB	150
U1GD52_9ACTN	EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	Cutibacterium granulosum DSM 20700	250
C0QK34_DESAH	EC:2.7.8.13	WecA (EC 2.7.8.13)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAI9I9V1_9BURK	EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	Herbaspirillum frisingense GSF30	250
A0A5R8W7Z8_9MICC	EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	Pseudarthrobacter sp. NamE2	250
B6BVW7_9PROT	EC:2.7.8.20	Phosphoglycerol transferase I, putative (EC 2.7.8.20)	beta proteobacterium KB13	150
A0A0N0JAK5_9PROT	EC:2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	beta proteobacterium AAP65	150
C0QG44_DESAH	EC:2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A223PC99_9BURK	EC:2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	Herbaspirillum sp. meg3	250
A0A239WQS4_9ACTN	EC:2.7.8.33	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)	Cutibacterium granulosum	650
A0A839Q9T5_MYCIR	EC:2.7.8.41	Cardiolipin synthase (EC 2.7.8.41)	Mycolicibacterium iranicum (Mycobacterium iranicum)	150
